"","uniprot_id","genesymbol"
"2535","Q02357","Ank1"
"2536","Q8C650","Septin10"
"2537","Q9Z1F9","Uba2"
"2538","Q9D8X2","Ccdc124"
"2539","Q8K0H1","Slc47a1"
"2540","P98203","Arvcf"
"2541","Q8VCL2","Sco2"
"2542","Q99JB8","Pacsin3"
"2543","Q704Y3","Trpv1"
"2544","Q9EPA7","Nmnat1"
"2545","P98192","Gnpat"
"2546","Q9R0M5","Tpk1"
"2547","Q3URS9","Ccdc51"
"2548","Q8BHG2","Czib"
"2549","Q6X893","Slc44a1"
"2550","Q61878","Prg2"
"2551","Q9QXY1","Tjp3"
"2552","Q9JK23","Psmg1"
"2553","O09117","Sypl1"
"2554","Q9D665","Sdr42e1"
"2555","A0A5F8MPH8",NA
"2556","Q9CQM5","Txndc17"
"2557","Q9Z2A5","Ate1"
"2558","Q9CQV5","Mrps24"
"2559","Q9CR67","Tmem33"
"2560","Q62384","Zpr1"
"2561","Q80YX8",NA
"2562","Q99JY3","Gimap4"
"2563","Q8BK67","Rcc2"
"2564","Q3TL44","Nlrx1"
"2565","P54797","Tango2"
"2566","P11438","Lamp1"
"2567","Q8K0L9","Zbtb20"
"2568","Q99J36","Thumpd1"
"2569","Q8CH18","Ccar1"
"2570","P25976","Ubtf"
"2571","Q8BH60","Gopc"
"2572","O35604","Npc1"
"2573","Q9WVL2","Stat2"
"2574","Q99JR6","Nmnat3"
"2575","Q9CSN1","Snw1"
"2576","Q8VDB2","Alg12"
"2577","Q8VE37","Rcc1"
"2578","Q6ZPJ0","Tex2"
"2579","Q9R1Q6","Tmem176b"
"2580","Q9D1B9","Mrpl28"
"2581","Q3TYS2","Cybc1"
"2582","Q9DBS1","Tmem43"
"2583","Q8QZY9","Sf3b4"
"2584","P15327","Bpgm"
"2585","Q9D2R8","Mrps33"
"2586","Q8CG50","Rab43"
"2587","P97450","Atp5pf"
"2588","Q6A026","Pds5a"
"2589","P15208","Insr"
"2590","Q8R5F7","Ifih1"
"2591","P00687","Amy1"
"2592","Q6A009","Ltn1"
"2593","Q58A65","Spag9"
"2594","Q3TRM8","Hk3"
"2595","A2ASQ1","Agrn"
"2596","Q91YJ5","Mtif2"
"2597","Q80UM3","Naa15"
"2598","Q9JIX8","Acin1"
"2599","Q99N92","Mrpl27"
"2600","Q9ERB0","Snap29"
"2601","Q8BMZ5","Tsen34"
"2602","Q61510","Trim25"
"2603","Q3U9N9","Slc16a10"
"2604","P54729","Nub1"
"2605","Q7TT37","Elp1"
"2606","Q9D1M4","Eef1e1"
"2607","Q9ESE1","Lrba"
"2608","P16110","Lgals3"
"2609","Q3TWW8","Srsf6"
"2610","P57746","Atp6v1d"
"2611","Q8BZW8","Nhlrc2"
"2612","Q8VDC0","Lars2"
"2613","Q9JIK9","Mrps34"
"2614","P35821","Ptpn1"
"2615","Q5HZI1","Mtus1"
"2616","Q8C5W0","Clmn"
"2617","Q8K4Z5","Sf3a1"
"2618","Q9NYQ2","Hao2"
"2619","A2A974","Cyp4a12b"
"2620","Q8CI32","Bag5"
"2621","P70261","Pald1"
"2622","P70303","Ctps2"
"2623","Q9DBQ7","Scyl3"
"2624","Q99PL6","Ubxn6"
"2625","Q8R121","Serpina10"
"2626","O89053","Coro1a"
"2627","Q8BTY8","Scfd2"
"2628","Q61584","Fxr1"
"2629","Q8BX90","Fndc3a"
"2630","Q8BH65","Dennd6a"
"2631","Q91VJ4","Stk38"
"2632","Q99JV5","Stard4"
"2633","Q9R1Z8","Sorbs3"
"2634","Q6Q477","Atp2b4"
"2635","E9Q8B5",NA
"2636","Q9D1H8","Mrpl53"
"2637","Q60772","Cdkn2c"
"2638","Q9Z130","Hnrnpdl"
"2639","Q8BH35","C8b"
"2640","Q9QX47","Son"
"2641","P21278","Gna11"
"2642","Q61136","Prpf4b"
"2643","A2AKG8","Focad"
"2644","Q9JIK5","Ddx21"
"2645","Q7TT50","Cdc42bpb"
"2646","Q80SY4","Mib1"
"2647","Q8CGF7","Tcerg1"
"2648","Q3U0V2","Tradd"
"2649","Q3TCN2","Plbd2"
"2650","Q9D7I5","Lhpp"
"2651","Q9CRA5","Golph3"
"2652","P61759","Vbp1"
"2653","Q9CQN7","Mrpl41"
"2654","Q3UI43","Babam1"
"2655","Q91YM4","Tbrg4"
"2656","Q566J8","Coq8b"
"2657","Q9DBN1","Stra6l"
"2658","Q8VC77",NA
"2659","P57716","Ncstn"
"2660","Q78JE5","Fbxo22"
"2661","O54833","Csnk2a2"
"2662","Q04736","Yes1"
"2663","Q8R2Q4","Gfm2"
"2664","Q8JZN7","Rhot2"
"2665","P48428","Tbca"
"2666","P58058","Nadk"
"2667","Q9Z108","Stau1"
"2668","Q7TQH0","Atxn2l"
"2669","P97393","Arhgap5"
"2670","Q8K4Q0","Rptor"
"2671","Q8VBT9","Aspscr1"
"2672","Q8VE96","Slc35f6"
"2673","Q8K1J6","Trnt1"
"2674","Q91VU6","Dcaf11"
"2675","Q9CZP5","Bcs1l"
"2676","P97792","Cxadr"
"2677","Q99M31","Hspa14"
"2678","Q9CWX2","Ndufaf1"
"2679","E9Q912","Rap1gds1"
"2680","O35691","Pnn"
"2681","O54962","Banf1"
"2682","Q8BYC6","Taok3"
"2683","P21300","Akr1b7"
"2684","Q8BQM4","Heatr3"
"2685","Q61070","Ei24"
"2686","Q9EQC5","Scyl1"
"2687","Q8VE97","Srsf4"
"2688","Q8BGE6","Atg4b"
"2689","Q8BGA9","Oxa1l"
"2690","Q8VE62","Paip1"
"2691","Q8BTS4","Nup54"
"2692","Q2TBE6","Pi4k2a"
"2693","Q6PGH1","Bud31"
"2694","Q9EQZ6","Rapgef4"
"2695","Q3TIX6",NA
"2696","Q8BGS2","Bola2"
"2697","Q9CX00","Ist1"
"2698","Q922P9","Glyr1"
"2699","Q8K4R4","Pitpnc1"
"2700","Q8C9B9","Dido1"
"2701","Q9Z0K8","Vnn1"
"2702","Q6QD59","Bnip1"
"2703","Q9DCB8","Isca2"
"2704","Q8C1E7","Tmem120a"
"2705","Q78IS1","Tmed3"
"2706","Q8VHG0","Fmo4"
"2707","Q9JIW9","Ralb"
"2708","Q99LT0","Dpy30"
"2709","Q61559","Fcgrt"
"2710","Q80U87","Usp8"
"2711","Q9CQM2","Kdelr2"
"2712","Q60631","Grb2"
"2713","P70677","Casp3"
"2714","P13597","Icam1"
"2715","Q8K0G5","Eipr1"
"2716","Q8BX09","Rbbp5"
"2717","O88738","Birc6"
"2718","P52503","Ndufs6"
"2719","Q9EPT5","Slco2a1"
"2720","Q9JKX6","Nudt5"
"2721","Q148V8","Fam83h"
"2722","P52293","Kpna2"
"2723","Q8BTI8","Srrm2"
"2724","Q09200","B4galnt1"
"2725","Q9Z2A9","Ggt5"
"2726","Q64261","Cdk6"
"2727","Q8R2Y0","Abhd6"
"2728","Q80X85","Mrps7"
"2729","Q9ESW4","Agk"
"2730","Q8BP92","Rcn2"
"2731","F6ZDS4","Tpr"
"2732","P62046","Lrch1"
"2733","Q8VI94","Oasl1"
"2734","Q8BP56","Pgghg"
"2735","P58871","Tnks1bp1"
"2736","Q9D8V7","Sec11c"
"2737","Q9CWE0","Mtfr1l"
"2738","Q60902","Eps15l1"
"2739","Q9Z223","Mocs2"
"2740","Q91VF2","Hnmt"
"2741","Q6DFZ1",NA
"2742","Q8BU88","Mrpl22"
"2743","A2A432","Cul4b"
"2744","Q9ER39","Tor1a"
"2745","Q80YT7","Pde4dip"
"2746","Q3U5Q7","Cmpk2"
"2747","Q9R061","Nubp2"
"2748","Q8VE88","Fam114a2"
"2749","Q8K2T1","Nmral1"
"2750","Q9D5V6","Syap1"
"2751","O55229","Chkb"
"2752","Q8JZL3","Thtpa"
"2753","Q9D0L4","Adck1"
"2754","Q61081","Cdc37"
"2755","O35173","Kcns1"
"2756","Q61160","Fadd"
"2757","Q60787","Lcp2"
"2758","Q80VD1","Fam98b"
"2759","Q9CQ02","Commd4"
"2760","O88833","Cyp4a10"
"2761","Q9D404","Oxsm"
"2762","Q9EPU4","Cpsf1"
"2763","Q9D0B0","Srsf9"
"2764","Q9QYS9","Qki"
"2765","Q99J83","Atg5"
"2766","Q9CPR5","Mrpl15"
"2767","Q9Z1G4","Atp6v0a1"
"2768","P28798","Grn"
"2769","Q8BL66","Eea1"
"2770","Q3U4I7","Pyroxd2"
"2771","Q8BYK6","Ythdf3"
"2772","Q99LC9","Pex6"
"2773","Q60855","Ripk1"
"2774","Q61153","Dio1"
"2775","Q810J8","Zfyve1"
"2776","Q05144","Rac2"
"2777","Q8K182","C8a"
"2778","Q9EQJ0","Tpcn1"
"2779","Q8CFI7","Polr2b"
"2780","Q9D5V5","Cul5"
"2781","Q9R0X4","Acot9"
"2782","Q8BFU3","Rnf214"
"2783","Q8R409","Hexim1"
"2784","Q9DAV9","Tmem38b"
"2785","Q91ZH7","Abhd3"
"2786","O55240","Rdh5"
"2787","Q5RKZ7","Mocs1"
"2788","O35453","Hpn"
"2789","B7ZMP1","Xpnpep3"
"2790","Q9CW46","Raver1"
"2791","Q8BNI4","Derl2"
"2792","Q08288","Lyar"
"2793","B2RX12","Abcc3"
"2794","O35900","Lsm2"
"2795","P62317","Snrpd2"
"2796","Q91WP6","Serpina3n"
"2797","Q91WJ8","Fubp1"
"2798","Q64735","Cr1l"
"2799","Q9DBS2","Tprg1l"
"2800","P06800","Ptprc"
"2801","Q8BWJ3","Phka2"
"2802","Q6PE01","Snrnp40"
"2803","Q64324","Stxbp2"
"2804","E9QAT4","Sec16a"
"2805","Q62048","Pea15"
"2806","Q03734","Serpina3m"
"2807","Q8BVQ5","Ppme1"
"2808","Q9DB25","Alg5"
"2809","Q8VBZ3","Clptm1"
"2810","Q3UA37","Qrich1"
"2811","Q9DBB9","Cpn2"
"2812","P25911","Lyn"
"2813","Q3TCJ1","Abraxas2"
"2814","Q6P6M7","Sepsecs"
"2815","O88343","Slc4a4"
"2816","O54782","Man2b2"
"2817","Q8R3V5","Sh3glb2"
"2818","Q3U9G9","Lbr"
"2819","P97863","Nfib"
"2820","Q9D0R8","Lsm12"
"2821","P81117","Nucb2"
"2822","Q9Z0Y1","Dctn3"
"2823","Q6GQS1","Slc25a23"
"2824","Q9DAW6","Prpf4"
"2825","Q9D939","Sult1c2"
"2826","O88291","Znf326"
"2827","Q8BYH7","Tbc1d17"
"2828","Q7TN29","Smap2"
"2829","Q8CDG3","Vcpip1"
"2830","Q9JJ80","Rpf2"
"2831","Q61543","Glg1"
"2832","Q8CG14","C1s1"
"2833","Q8K3H0","Appl1"
"2834","A6X919","Dpy19l1"
"2835","Q9QZ08","Nagk"
"2836","E9Q137","Tex264"
"2837","Q8K337","Inpp5b"
"2838","Q9DCA5","Brix1"
"2839","F2Z3U3",NA
"2840","Q60953","Pml"
"2841","Q61235","Sntb2"
"2842","Q8CII2","Cdc123"
"2843","Q9CQY5","Magt1"
"2844","Q8CAK1","Iba57"
"2845","Q8C5Q4","Grsf1"
"2846","Q9CXJ4","Abcb8"
"2847","Q05186","Rcn1"
"2848","Q9CZ28","Snf8"
"2849","Q7TPD0","Ints3"
"2850","Q3TJ91","Llgl2"
"2851","Q9CWD8","Nubpl"
"2852","Q920R0","Als2"
"2853","Q8BYM8","Cars2"
"2854","A6H8H2","Dennd4c"
"2855","Q920A7","Afg3l1"
"2856","Q3TW96","Uap1l1"
"2857","P18052","Ptpra"
"2858","Q8VEA4","Chchd4"
"2859","Q9JJK2","Lancl2"
"2860","Q60575","Kif1b"
"2861","Q9D1P0","Mrpl13"
"2862","P39098","Man1a2"
"2863","Q8BG07","Pld4"
"2864","Q80VJ3","Dnph1"
"2865","P10711","Tcea1"
"2866","P62077","Timm8b"
"2867","Q8BK03","Miga2"
"2868","Q5M8N4","Sdr39u1"
"2869","O54692","Zw10"
"2870","Q61503","Nt5e"
"2871","Q04207","Rela"
"2872","Q80UJ7","Rab3gap1"
"2873","Q9WU84","Ccs"
"2874","Q8CBE3","Wdr37"
"2875","O35218","Cpsf2"
"2876","Q9CWP6","Mospd2"
"2877","Q7TNG5","Eml2"
"2878","Q60739","Bag1"
"2879","Q80UY1","Carnmt1"
"2880","P97770","Thumpd3"
"2881","O88983","Stx8"
"2882","A0A0N4SUJ3",NA
"2883","P54751","St3gal1"
"2884","Q07113","Igf2r"
"2885","P28076","Psmb9"
"2886","Q569Z5","Ddx46"
"2887","Q5BL07","Pex1"
"2888","Q9DAT5","Trmu"
"2889","A2AWR3",NA
"2890","Q921H9","Coa7"
"2891","Q8VDS8","Stx18"
"2892","Q8BHG1","Nrdc"
"2893","Q8R3K3","Ptcd2"
"2894","P42232","Stat5b"
"2895","P28667","Marcksl1"
"2896","Q65Z40","Wapl"
"2897","Q8BVW3","Trim14"
"2898","O35955","Psmb10"
"2899","Q9D8U0",NA
"2900","Q9CU62","Smc1a"
"2901","P06683","C9"
"2902","Q8CBW3","Abi1"
"2903","Q8BGI5","Pex26"
"2904","Q99LG2","Tnpo2"
"2905","O35382","Exoc4"
"2906","P34152","Ptk2"
"2907","Q8CGA0","Ppm1f"
"2908","Q61210","Arhgef1"
"2909","Q8BIQ5","Cstf2"
"2910","Q8C0J2","Atg16l1"
"2911","P01869","Ighg1"
"2912","Q80ZX0",NA
"2913","Q8K2M0","Mrpl38"
"2914","Q91YI4","Arrb2"
"2915","Q8VDQ8","Sirt2"
"2916","Q99J23","Ghdc"
"2917","Q9QY81","Nup210"
"2918","Q6URW6","Myh14"
"2919","Q9D281","Fam114a1"
"2920","P47941","Crkl"
"2921","Q62203","Sf3a2"
"2922","Q8BHN0","Ppm1l"
"2923","P97822","Anp32e"
"2924","Q99MD9","Nasp"
"2925","O70305","Atxn2"
"2926","Q91ZU6","Dst"
"2927","Q8K1E0","Stx5"
"2928","Q60967","Papss1"
"2929","Q9Z1A1",NA
"2930","Q6RHR9","Magi1"
"2931","Q8BR90","Rimoc1"
"2932","O88792","F11r"
"2933","Q3TYX3","Smyd5"
"2934","Q64282","Ifit1"
"2935","Q8R1S4","Mtss1"
"2936","E9Q9B7",NA
"2937","Q03963","Eif2ak2"
"2938","Q6PDN3","Mylk"
"2939","A0A7N9VR94",NA
"2940","Q8BGV0","Nars2"
"2941","Q9Z2G6","Sel1l"
"2942","Q80V03","Adck5"
"2943","Q80YC5","F12"
"2944","Q9ERI6","Rdh14"
"2945","O70572","Smpd2"
"2946","Q9DBR1","Xrn2"
"2947","P51437","Camp"
"2948","Q3UVK0","Ermp1"
"2949","Q6P3D0","Nudt16"
"2950","O70362","Gpld1"
"2951","O88851","Rbbp9"
"2952","Q8K4G5","Ablim1"
"2953","O35593","Psmd14"
"2954","Q4VA53","Pds5b"
"2955","Q8CF02","Fam25c"
"2956","Q91VK1","Bzw2"
"2957","Q9D0T2","Dusp12"
"2958","E9Q512",NA
"2959","E9PYG6",NA
"2960","Q3UUI3","Them4"
"2961","P46467","Vps4b"
"2962","Q61239","Fnta"
"2963","P10833","Rras"
"2964","Q9CWU6","Uqcc1"
"2965","Q80VP1","Epn1"
"2966","Q9QY06","Myo9b"
"2967","Q921I9","Exosc4"
"2968","Q9CW03","Smc3"
"2969","Q9JJN5","Cpn1"
"2970","Q9D287","Bcas2"
"2971","Q8CBA2","Slfn5"
"2972","Q61606","Gcgr"
"2973","G5E8K5","Ank3"
"2974","Q8R4Y4","Stab1"
"2975","Q9EPB5","Serhl"
"2976","Q60823","Akt2"
"2977","Q3UJB9","Edc4"
"2978","Q8R0G9","Nup133"
"2979","Q8R1T1","Chmp7"
"2980","Q99KY4","Gak"
"2981","Q3UQ84","Tars2"
"2982","P70452","Stx4"
"2983","Q9JJL8","Sars2"
"2984","Q9Z277","Baz1b"
"2985","Q62188","Dpysl3"
"2986","Q6P6J9","Txndc15"
"2987","Q9Z2W1","Stk25"
"2988","Q91WC9","Daglb"
"2989","Q8R3I3","Cog6"
"2990","Q9JJK5","Herpud1"
"2991","Q4QY64","Atad5"
"2992","Q99M01","Fars2"
"2993","Q924M7","Mpi"
"2994","Q9DBE8","Alg2"
"2995","Q99N94","Mrpl9"
"2996","Q8C6G8","Wdr26"
"2997","Q99KD5","Unc45a"
"2998","Q61581","Igfbp7"
"2999","Q3UPF5","Zc3hav1"
"3000","Q99PU8","Dhx30"
"3001","Q99K41","Emilin1"
"3002","Q9CPS6","Hint3"
"3003","P58404","Strn4"
"3004","B2RXC1","Trappc11"
"3005","Q9CQA9","Ntpcr"
"3006","P10493","Nid1"
"3007","Q9DCG9","Trmt112"
"3008","Q91WG4","Elp2"
"3009","Q8R035","Mrpl58"
"3010","P70288","Hdac2"
"3011","Q9Z266","Snapin"
"3012","Q76LS9","Mindy1"
"3013","Q3UIA2","Arhgap17"
"3014","Q3UVL4","Vps51"
"3015","O54890","Itgb3"
"3016","Q3U3W5","Prmt9"
"3017","O35516","Notch2"
"3018","Q8C4J7","Tbl3"
"3019","Q8K224","Nat10"
"3020","P59708","Sf3b6"
"3021","Q9DBJ3","Baiap2l1"
"3022","Q5SVR0","Tbc1d9b"
"3023","P70444","Bid"
"3024","F8VPK0",NA
"3025","Q8K2C7","Os9"
"3026","Q9QXY9","Pex3"
"3027","Q8R4R6","Nup35"
"3028","P70170","Abcc9"
"3029","Q8BH43","Wasf2"
"3030","Q80YX1","Tnc"
"3031","Q8BWQ6","Vps35l"
"3032","P11103","Parp1"
"3033","Q9CRC3",NA
"3034","Q80TN4","Dnajc16"
"3035","Q19LI2","A1bg"
"3036","Q8K274","Fn3krp"
"3037","P47968","Rpia"
"3038","Q8K5C8",NA
"3039","Q3UGP8","Alg10b"
"3040","Q6PD26","Pigs"
"3041","P21126","Ubl4a"
"3042","Q61550","Rad21"
"3043","Q921L5","Cog2"
"3044","P49025","Cit"
"3045","Q9CWM4","Pfdn1"
"3046","P70671","Irf3"
"3047","Q9DBX3","Susd2"
"3048","Q9CRA0","Art4"
"3049","Q8R3L2","Tcf25"
"3050","Q9DBD5","Pelp1"
"3051","Q8BVG4","Dpp9"
"3052","Q8BIW1","Prune1"
"3053","Q8BXA5","Clptm1l"
"3054","Q8R4H2","Arhgef12"
"3055","Q7TMQ7","Wdr91"
"3056","P97310","Mcm2"
"3057","Q5SUR0","Pfas"
"3058","P28661","Septin4"
"3059","Q9ES56","Trappc4"
"3060","Q8BGW1","Fto"
"3061","P70268","Pkn1"
"3062","Q3TIX9","Usp39"
"3063","P70257","Nfix"
"3064","Q9Z0E6","Gbp2"
"3065","O35680","Mrps12"
"3066","Q91VZ6","Smap1"
"3067","Q91XU0","Wrnip1"
"3068","P52432","Polr1c"
"3069","Q9QZB7","Actr10"
"3070","Q3UMR5","Mcu"
"3071","Q9CQ22","Lamtor1"
"3072","Q8K4M5","Commd1"
"3073","Q9DBL9","Abhd5"
"3074","O54879","Hmgb3"
"3075","Q8K2Q0","Commd9"
"3076","Q91W53","Golga7"
"3077","Q8K1B8","Fermt3"
"3078","Q6PAM1","Txlna"
"3079","Q8CD15","Riox2"
"3080","P26262","Klkb1"
"3081","Q91ZN5","Slc35b2"
"3082","Q8K1H1","Tdrd7"
"3083","O88712","Ctbp1"
"3084","Q499X9","Mars2"
"3085","Q9R0E2","Plod1"
"3086","P83917","Cbx1"
"3087","Q8BJ03","Cox15"
"3088","Q9QYF9","Ndrg3"
"3089","Q99KH8","Stk24"
"3090","Q6Y7W8","Gigyf2"
"3091","Q8R0J7","Vps37b"
"3092","Q9JLZ8","Sigirr"
"3093","Q6A4J8","Usp7"
"3094","Q8CIN4","Pak2"
"3095","Q61249","Igbp1"
"3096","Q9EPJ9","Arfgap1"
"3097","A3KGB4","Tbc1d8b"
"3098","Q8BMG7","Rab3gap2"
"3099","Q8BNU0","Armc6"
"3100","E9Q394","Akap13"
"3101","Q8BXC6","Commd2"
"3102","Q9QVP9","Ptk2b"
"3103","Q8K2T8","Paf1"
"3104","Q9D0D3","Mtpap"
"3105","P70318","Tial1"
"3106","Q99JW4","Lims1"
"3107","Q9D0L8","Rnmt"
"3108","P23475","Xrcc6"
"3109","Q8VDP4","Ccar2"
"3110","Q9CQS4","Slc25a46"
"3111","Q8CHG3","Gcc2"
"3112","Q04519","Smpd1"
"3113","A2A8L5","Ptprf"
"3114","A2AIV2","Virma"
"3115","Q9D0B6","Pbdc1"
"3116","Q9EP71","Rai14"
"3117","P31428","Dpep1"
"3118","Q62191","Trim21"
"3119","Q69ZX8","Ablim3"
"3120","Q8CCP0","Nemf"
"3121","Q2EMV9","Parp14"
"3122","Q8VDT9","Mrpl50"
"3123","A6H6J2",NA
"3124","P61965","Wdr5"
"3125","Q61595","Ktn1"
"3126","P22366","Myd88"
"3127","Q8K0U4","Hspa12a"
"3128","Q6PDL0","Dync1li2"
"3129","Q7TNL5",NA
"3130","Q8C0L0","Tmx4"
"3131","Q9DBM0","Abcg8"
"3132","Q8BIJ7","Rufy1"
"3133","Q9WU40","Lemd3"
"3134","Q810A7","Ddx42"
"3135","Q6P8J2","Sat2"
"3136","J3QN89",NA
"3137","Q8R4X3","Rbm12"
"3138","Q9JKS5","Habp4"
"3139","Q99JX7","Nxf1"
"3140","A2AR02","Ppig"
"3141","O35239","Ptpn9"
"3142","Q3TGW2","Eepd1"
"3143","P52623","Uck1"
"3144","Q8R326","Pspc1"
"3145","Q61187","Tsg101"
"3146","Q62136","Ptpn21"
"3147","P70158","Smpdl3a"
"3148","Q6P5D8","Smchd1"
"3149","Q8R001","Mapre2"
"3150","P42703","Lifr"
"3151","Q8BFS6","Cpped1"
"3152","Q9CRC8","Lrrc40"
"3153","A6H6A9","Rabgap1l"
"3154","Q6PDG5","Smarcc2"
"3155","Q6SKR2","N6amt1"
"3156","Q3UCV8","Otulin"
"3157","Q8BL74","Gtf3c2"
"3158","Q3TGF2","Fam107b"
"3159","P70389","Igfals"
"3160","Q99LS3","Psph"
"3161","P56542","Dnase2"
"3162","Q14CH7","Aars2"
"3163","Q6P9Q6","Fkbp15"
"3164","Q8BWW9","Pkn2"
"3165","O35387","Hax1"
"3166","Q8BH24","Tm9sf4"
"3167","Q5PT54","Slc10a5"
"3168","Q6A028","Swap70"
"3169","P17918","Pcna"
"3170","P37804","Tagln"
"3171","Q921Y2","Imp3"
"3172","Q8BFR4","Gns"
"3173","Q80X80","C2cd2l"
"3174","P42859","Htt"
"3175","Q6P8M1","Tatdn1"
"3176","Q3UQN2","Fcho2"
"3177","Q8BJZ4","Mrps35"
"3178","Q9CQP0","Mrpl33"
"3179","Q922K7","Nop2"
"3180","Q5U4D9","Thoc6"
"3181","Q61074","Ppm1g"
"3182","Q9EPK6","Sil1"
"3183","Q8BYB9","Poglut1"
"3184","Q9D020","Nt5c3a"
"3185","Q64487","Ptprd"
"3186","Q923D4","Sf3b5"
"3187","Q8K2Z2","Prpf39"
"3188","Q148V7","Relch"
"3189","Q9JLV6","Pnkp"
"3190","P23881","Tcea3"
"3191","Q8CIH9","Ppat"
"3192","D3Z0M9",NA
"3193","Q9CX98","Cyp2u1"
"3194","A2AGT5","Ckap5"
"3195","Q505D1","Ankrd28"
"3196","Q8C0L9","Gpcpd1"
"3197","B1AUN2",NA
"3198","Q8R151","Znfx1"
"3199","Q9QXK7","Cpsf3"
"3200","P49222","Epb42"
"3201","P35922","Fmr1"
"3202","Q9Z0R4","Itsn1"
"3203","Q9QX60","Dguok"
"3204","Q8K3C3","Lzic"
"3205","A2BDX3","Mocs3"
"3206","Q99J47","Dhrs7b"
"3207","P03953","Cfd"
"3208","Q60649","Clpb"
"3209","O55126","Nipsnap2"
"3210","Q6NT99","Dusp23"
"3211","Q91VX9","Tmem168"
"3212","Q8BHL8","Psmf1"
"3213","Q61292","Lamb2"
"3214","Q9Z160","Cog1"
"3215","Q711T7","Nadsyn1"
"3216","Q923T9","Camk2g"
"3217","O70585","Dtnb"
"3218","Q9D8Z1","Ascc1"
"3219","Q8CCH2","Nhlrc3"
"3220","P55292","Dsc2"
"3221","Q3U7U3","Fbxo7"
"3222","Q9DC63","Fbxo3"
"3223","Q8R2Q8","Bst2"
"3224","Q9CPT3","Nanp"
"3225","O88351","Ikbkb"
"3226","Q8VCW4","Unc93b1"
"3227","P48760","Fpgs"
"3228","Q8CGB6","Tns2"
"3229","A2AWA9","Rabgap1"
"3230","P49138","Mapkapk2"
"3231","P52633","Stat6"
"3232","Q9CQ86","Mien1"
"3233","Q8VE19","Mios"
"3234","Q9QXL2","Kif21a"
"3235","Q925F2","Esam"
"3236","P47877","Igfbp2"
"3237","P32883","Kras"
"3238","Q9WVL3","Slc12a7"
"3239","Q8BG67","Efr3a"
"3240","Q8K2V6","Ipo11"
"3241","Q99J45","Nrbp1"
"3242","Q91YS8","Camk1"
"3243","Q9ESZ8","Gtf2i"
"3244","Q61001","Lama5"
"3245","Q9JKF6","Nectin1"
"3246","Q62077","Plcg1"
"3247","Q8BX80","Engase"
"3248","Q91ZW3","Smarca5"
"3249","O88958","Gnpda1"
"3250","Q9JLM9","Grb14"
"3251","A3KGS3","Ralgapa2"
"3252","Q8VCM4","Lipt1"
"3253","Q9D8Y7","Tnfaip8l2"
"3254","Q9D394","Rufy3"
"3255","Q60680","Chuk"
"3256","Q9EQG9","Cert1"
"3257","Q504M2",NA
"3258","Q3UZ09","C1rl"
"3259","Q3UBX0","Tmem109"
"3260","Q6ZQB6","Ppip5k2"
"3261","P16056","Met"
"3262","Q9D1I6","Mrpl14"
"3263","Q9JHI7","Exosc9"
"3264","Q80X82","Sympk"
"3265","Q8C3X4","Guf1"
"3266","Q8C0L8","Cog5"
"3267","Q8K019","Bclaf1"
"3268","Q7TSI3","Ppp6r1"
"3269","Q8BMD6","Tmem260"
"3270","Q91VE0","Slc27a4"
"3271","P58774","Tpm2"
"3272","Q9JHU2","Palmd"
"3273","Q9DAC7","Ttc32"
"3274","Q9WU56","Pus1"
"3275","Q91WR3","Ascc2"
"3276","Q8C025","Chpt1"
"3277","Q5SSH8","Cyb5d2"
"3278","Q6P4T0","Atg2a"
"3279","Q8R5F3","Oard1"
"3280","Q9JI90","Rnf14"
"3281","Q9DBA6","Tysnd1"
"3282","O70493","Snx12"
"3283","P25799","Nfkb1"
"3284","Q8BK08","Tmem11"
"3285","Q9D9H8",NA
"3286","Q8C129","Lnpep"
"3287","Q9D071","Mms19"
"3288","G3X9K3","Arfgef1"
"3289","Q9JHU9","Isyna1"
"3290","Q63810","Ppp3r1"
"3291","Q7TSE6","Stk38l"
"3292","Q9D4V7","Rabl3"
"3293","P43006","Slc1a2"
"3294","Q3UHD6","Snx27"
"3295","Q91YY4","Atpaf2"
"3296","Q9ET26","Rnf114"
"3297","P35441","Thbs1"
"3298","Q4VBD2","Tapt1"
"3299","P54310","Lipe"
"3300","Q8VBV3","Exosc2"
"3301","O35250","Exoc7"
"3302","Q8BPM0","Daam1"
"3303","Q80ZS3","Mrps26"
"3304","Q99LG0","Usp16"
"3305","P41233","Abca1"
"3306","Q61733","Mrps31"
"3307","Q80U78","Pum1"
"3308","Q9D7A6","Srp19"
"3309","Q91ZW2","Pofut1"
"3310","Q9CQI7","Snrpb2"
"3311","Q80VI1","Trim56"
"3312","Q61704","Itih3"
"3313","Q8BYZ7","Elmo3"
"3314","Q80U93","Nup214"
"3315","P54731","Faf1"
"3316","Q9CQK7","Rwdd1"
"3317","Q8BNX1","Clec4g"
"3318","Q9D1F4","Akt1s1"
"3319","O55201","Supt5h"
"3320","Q8CI33","Cwf19l1"
"3321","Q9EQP2","Ehd4"
"3322","Q8R1K4","Phykpl"
"3323","A2ASZ8","Slc25a25"
"3324","P50428","Arsa"
"3325","Q921W4","Cryzl1"
"3326","P58742","Aaas"
"3327","P24668","M6pr"
"3328","Q3TC93","Hs1bp3"
"3329","O35566","Cd151"
"3330","Q9CWU9","Nup37"
"3331","Q8K0C9","Gmds"
"3332","Q99M04","Lias"
